2025-03-17 19:49:05,331 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Current SDK version is 0.16.1
2025-03-17 19:49:05,332 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Configure stats pid to 15720
2025-03-17 19:49:05,332 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Loading settings from C:\Users\D. Sai Mani Kumar\.config\wandb\settings
2025-03-17 19:49:05,333 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Loading settings from c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\settings
2025-03-17 19:49:05,333 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2025-03-17 19:49:05,333 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2025-03-17 19:49:05,333 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2025-03-17 19:49:05,333 INFO    MainThread:15720 [wandb_init.py:_log_setup():524] Logging user logs to c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\run-20250317_194905-17m0majb\logs\debug.log
2025-03-17 19:49:05,334 INFO    MainThread:15720 [wandb_init.py:_log_setup():525] Logging internal logs to c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\run-20250317_194905-17m0majb\logs\debug-internal.log
2025-03-17 19:49:05,334 INFO    MainThread:15720 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001D4CF8D4DC0>
2025-03-17 19:49:05,335 INFO    MainThread:15720 [wandb_init.py:init():564] calling init triggers
2025-03-17 19:49:05,335 INFO    MainThread:15720 [wandb_init.py:init():571] wandb.init called with sweep_config: {}
config: {}
2025-03-17 19:49:05,336 INFO    MainThread:15720 [wandb_init.py:init():614] starting backend
2025-03-17 19:49:05,336 INFO    MainThread:15720 [wandb_init.py:init():618] setting up manager
2025-03-17 19:49:05,346 INFO    MainThread:15720 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2025-03-17 19:49:05,545 INFO    MainThread:15720 [wandb_init.py:init():624] backend started and connected
2025-03-17 19:49:05,606 INFO    MainThread:15720 [wandb_run.py:_label_probe_notebook():1294] probe notebook
2025-03-17 19:49:05,607 INFO    MainThread:15720 [wandb_run.py:_label_probe_notebook():1304] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2025-03-17 19:49:05,607 INFO    MainThread:15720 [wandb_init.py:init():716] updated telemetry
2025-03-17 19:49:05,675 INFO    MainThread:15720 [wandb_init.py:init():749] communicating run to backend with 90.0 second timeout
2025-03-17 19:49:06,498 INFO    MainThread:15720 [wandb_run.py:_on_init():2254] communicating current version
2025-03-17 19:49:06,672 INFO    MainThread:15720 [wandb_run.py:_on_init():2263] got version response upgrade_message: "wandb version 0.19.8 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2025-03-17 19:49:06,673 INFO    MainThread:15720 [wandb_init.py:init():800] starting run threads in backend
2025-03-17 19:49:07,053 INFO    MainThread:15720 [wandb_run.py:_console_start():2233] atexit reg
2025-03-17 19:49:07,054 INFO    MainThread:15720 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2025-03-17 19:49:07,054 INFO    MainThread:15720 [wandb_run.py:_redirect():2153] Wrapping output streams.
2025-03-17 19:49:07,054 INFO    MainThread:15720 [wandb_run.py:_redirect():2178] Redirects installed.
2025-03-17 19:49:07,057 INFO    MainThread:15720 [wandb_init.py:init():841] run started, returning control to user process
2025-03-17 19:49:07,058 INFO    MainThread:15720 [wandb_config.py:__setitem__():151] config set learning_rate = 0.001 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001D4CF8EB190>>
2025-03-17 19:49:07,059 INFO    MainThread:15720 [wandb_run.py:_config_callback():1342] config_cb learning_rate 0.001 None
2025-03-17 19:49:07,060 INFO    MainThread:15720 [wandb_config.py:__setitem__():151] config set batch_size = 64 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001D4CF8EB190>>
2025-03-17 19:49:07,061 INFO    MainThread:15720 [wandb_run.py:_config_callback():1342] config_cb batch_size 64 None
2025-03-17 19:49:07,062 INFO    MainThread:15720 [wandb_config.py:__setitem__():151] config set epochs = 10 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001D4CF8EB190>>
2025-03-17 19:49:07,062 INFO    MainThread:15720 [wandb_run.py:_config_callback():1342] config_cb epochs 10 None
2025-03-17 19:49:07,063 INFO    MainThread:15720 [wandb_config.py:__setitem__():151] config set num_layers = 3 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001D4CF8EB190>>
2025-03-17 19:49:07,063 INFO    MainThread:15720 [wandb_run.py:_config_callback():1342] config_cb num_layers 3 None
2025-03-17 19:49:07,063 INFO    MainThread:15720 [wandb_config.py:__setitem__():151] config set hidden_size = 128 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001D4CF8EB190>>
2025-03-17 19:49:07,063 INFO    MainThread:15720 [wandb_run.py:_config_callback():1342] config_cb hidden_size 128 None
