2025-03-17 18:59:16,222 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Current SDK version is 0.16.1
2025-03-17 18:59:16,223 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Configure stats pid to 15720
2025-03-17 18:59:16,223 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Loading settings from C:\Users\D. Sai Mani Kumar\.config\wandb\settings
2025-03-17 18:59:16,224 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Loading settings from c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\settings
2025-03-17 18:59:16,224 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2025-03-17 18:59:16,224 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2025-03-17 18:59:16,224 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2025-03-17 18:59:16,225 INFO    MainThread:15720 [wandb_init.py:_log_setup():524] Logging user logs to c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\run-20250317_185916-ysko20hw\logs\debug.log
2025-03-17 18:59:16,225 INFO    MainThread:15720 [wandb_init.py:_log_setup():525] Logging internal logs to c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\run-20250317_185916-ysko20hw\logs\debug-internal.log
2025-03-17 18:59:16,225 INFO    MainThread:15720 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001D4CF7EF7C0>
2025-03-17 18:59:16,226 INFO    MainThread:15720 [wandb_init.py:init():564] calling init triggers
2025-03-17 18:59:16,226 INFO    MainThread:15720 [wandb_init.py:init():571] wandb.init called with sweep_config: {}
config: {}
2025-03-17 18:59:16,226 INFO    MainThread:15720 [wandb_init.py:init():589] re-initializing run, found existing run on stack: xfk2pcgz
2025-03-17 18:59:16,231 INFO    MainThread:15720 [wandb_run.py:_finish():1962] finishing run da24m016-indian-institute-of-technology-madras/DL_Assignment_01/xfk2pcgz
2025-03-17 18:59:16,232 INFO    MainThread:15720 [wandb_run.py:_atexit_cleanup():2202] got exitcode: 0
2025-03-17 18:59:16,235 INFO    MainThread:15720 [wandb_run.py:_restore():2185] restore
2025-03-17 18:59:16,235 INFO    MainThread:15720 [wandb_run.py:_restore():2191] restore done
2025-03-17 18:59:22,687 INFO    MainThread:15720 [wandb_run.py:_footer_history_summary_info():3837] rendering history
2025-03-17 18:59:22,689 INFO    MainThread:15720 [wandb_run.py:_footer_history_summary_info():3869] rendering summary
2025-03-17 18:59:22,716 INFO    MainThread:15720 [wandb_run.py:_footer_sync_info():3796] logging synced files
2025-03-17 18:59:22,794 INFO    MainThread:15720 [wandb_init.py:init():614] starting backend
